ACICLOVIR 200 MG COMPRIMIDO ELENCO ESTADUAL;0;0;16/06/2015 00:00:00;2767;240;16,56;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - POLO MEDICAMENTOS ESPECIALIZADOS - TRES RIOS 240 16,56
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;12/01/2015 00:00:00;1958;4000;44;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - USF PALMITAL TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;14/01/2015 00:00:00;2004;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SANTA TEREZINHA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/01/2015 00:00:00;2010;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MONTE CASTELO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/01/2015 00:00:00;2008;100;1,1;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE MIRANTE SUL (BOAUNIÃO) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;16/01/2015 00:00:00;2016;2000;22;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PORTAO VERMELHO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;16/01/2015 00:00:00;2019;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CANTAGALO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;21/01/2015 00:00:00;2028;2500;27,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CIDADE NOVA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;21/01/2015 00:00:00;2025;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF BEMPOSTA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;21/01/2015 00:00:00;2035;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF JAQUEIRA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;21/01/2015 00:00:00;2031;200;2,2;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE HERMOGENIO SILVA (MOURA BRASIL) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;22/01/2015 00:00:00;2039;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MAE PRETA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;22/01/2015 00:00:00;2043;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CARIRI TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;23/01/2015 00:00:00;2055;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PATIO DA ESTACAO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;23/01/2015 00:00:00;2045;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF VILA NOVA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;26/01/2015 00:00:00;2041;6000;66;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - FARMÁCIA CENTRAL DE TRÊS RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;28/01/2015 00:00:00;2075;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF WERNECK MARINE TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;02/02/2015 00:00:00;2083;3000;33;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - USF PALMITAL TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;10/02/2015 00:00:00;2141;2000;22;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF BOA UNIÃO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;10/02/2015 00:00:00;2136;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE MIRANTE SUL (BOAUNIÃO) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;10/02/2015 00:00:00;2137;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SANTA TEREZINHA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/02/2015 00:00:00;2133;6000;66;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - FARMÁCIA CENTRAL DE TRÊS RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/02/2015 00:00:00;2154;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MORADA DO SOL TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/02/2015 00:00:00;2164;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MAE PRETA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/02/2015 00:00:00;2166;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF JK TRES RIOS 13/02/201 SAÍDA PARA ESTABELECIMENTO DE 300 3,30 2160 5 SAÚDE - USF VILA NOVA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/02/2015 00:00:00;2165;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PATIO DA ESTACAO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/02/2015 00:00:00;2153;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CARIRI TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;19/02/2015 00:00:00;2176;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PILOES TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;19/02/2015 00:00:00;2174;200;2,2;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE GRAMA (BEMPOSTA) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;20/02/2015 00:00:00;2190;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CAIXA DAGUA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;20/02/2015 00:00:00;2195;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CIDADE NOVA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;20/02/2015 00:00:00;2192;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF WERNECK MARINE TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;20/02/2015 00:00:00;2181;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - POLICLINICA WALTER GOMES FRANCKLIN TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;20/02/2015 00:00:00;2183;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF HABITAT TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;25/02/2015 00:00:00;2216;200;2,2;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE JARDIM PRIMAVERA (CIDADE NOVA) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;02/03/2015 00:00:00;2238;6000;66;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - FARMÁCIA CENTRAL DE TRÊS RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;09/03/2015 00:00:00;2251;5000;55;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - USF PALMITAL TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/03/2015 00:00:00;2326;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CAIXA DAGUA TRES RIOS 11/03/201 SAÍDA PARA ESTABELECIMENTO DE 300 3,30 2316 5 SAÚDE - USF SANTA TEREZINHA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/03/2015 00:00:00;2308;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PONTO AZUL TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/03/2015 00:00:00;2318;200;2,2;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MAE PRETA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/03/2015 00:00:00;2309;100;1,1;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE RUA DIREITA (CARIRI) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/03/2015 00:00:00;2317;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF WERNECK MARINE TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/03/2015 00:00:00;2307;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CARIRI TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;11/03/2015 00:00:00;2322;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CIDADE NOVA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;12/03/2015 00:00:00;2341;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF JK TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;12/03/2015 00:00:00;2329;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PORTAO VERMELHO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;12/03/2015 00:00:00;2330;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MONTE CASTELO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;12/03/2015 00:00:00;2323;5000;55;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - FARMÁCIA CENTRAL DE TRÊS RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/03/2015 00:00:00;2342;200;2,2;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF HABITAT TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;17/03/2015 00:00:00;2369;600;6,6;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF VILA NOVA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;17/03/2015 00:00:00;2366;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PILOES TRES RIOS 17/03/201 SAÍDA PARA ESTABELECIMENTO DE 500 5,50 2371 5 SAÚDE - USF CANTAGALO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;17/03/2015 00:00:00;2372;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - POLICLINICA WALTER GOMES FRANCKLIN TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;17/03/2015 00:00:00;2365;200;2,2;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE JARDIM PRIMAVERA (CIDADE NOVA) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;17/03/2015 00:00:00;2363;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF JAQUEIRA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;17/03/2015 00:00:00;2361;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF TRIANGULO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;23/03/2015 00:00:00;2400;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - UPA 24 HS TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;25/03/2015 00:00:00;2418;200;2,2;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF BEMPOSTA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;25/03/2015 00:00:00;2417;400;4,4;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE MIRANTE SUL (BOAUNIÃO) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;26/03/2015 00:00:00;2413;6000;66;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - FARMÁCIA CENTRAL DE TRÊS RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;27/03/2015 00:00:00;2433;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - UPA 24 HS TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;08/04/2015 00:00:00;2451;5000;55;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - USF PALMITAL TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/04/2015 00:00:00;2486;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PILOES TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/04/2015 00:00:00;2467;1000;11;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - FARMÁCIA CENTRAL DE TRÊS RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/04/2015 00:00:00;2483;240;2,64;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - CENTRO DIA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;13/04/2015 00:00:00;2492;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MOURA BRASIL TRES
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/04/2015 00:00:00;2506;800;8,8;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE RUA DIREITA (CARIRI) TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/04/2015 00:00:00;2509;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF VILA NOVA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/04/2015 00:00:00;2514;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PATIO DA ESTACAO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/04/2015 00:00:00;2511;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MAE PRETA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/04/2015 00:00:00;2505;800;8,8;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CARIRI TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/04/2015 00:00:00;2508;600;6,6;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - POLICLINICA WALTER GOMES FRANCKLIN TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;15/04/2015 00:00:00;2510;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF MORADA DO SOL TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;16/04/2015 00:00:00;2522;1500;16,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF BOA UNIÃO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;16/04/2015 00:00:00;2523;1500;16,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SANTA TEREZINHA TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;16/04/2015 00:00:00;2524;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF HABITAT TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;16/04/2015 00:00:00;2519;1000;11;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF JK TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;17/04/2015 00:00:00;2515;3000;33;SOLICITAÇÃO PARA ALMOXRIFADO CENTRAL - FARMÁCIA CENTRAL DE TRÊS RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;24/04/2015 00:00:00;2552;2000;22;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF CANTAGALO TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;24/04/2015 00:00:00;2548;500;5,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF PORTAO VERMELHO RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;27/04/2015 00:00:00;2563;1500;16,5;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF WERNECK MARINE TRES RIOS
ÁCIDO ACETILSALICÍLICO 100 MG COMPRIMIDO;172540;3347,28;27/04/2015 00:00:00;2559;300;3,3;SAÍDA PARA ESTABELECIMENTO DE SAÚDE - USF SUB UNIDADE HERMOGENIO SILVA (MOURA BRASIL) TRES RIOS
